order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
869047,822,prior,3,4,16,30
3067908,822,train,4,2,16,30
706620,823,prior,1,4,3,
2261410,823,prior,2,3,10,13
1865137,823,prior,3,3,11,0
46069,823,prior,4,2,23,30
1978731,823,prior,5,3,17,22
177563,823,prior,6,3,21,21
2520517,823,test,7,0,16,30
1868013,824,prior,1,6,14,
208987,824,prior,2,3,21,4
1965006,824,prior,3,0,20,18
3214495,824,prior,4,0,19,7
1357774,824,prior,5,1,10,1
3027848,824,prior,6,3,1,30
418463,824,prior,7,0,14,11
2205672,824,prior,8,5,0,5
1469941,824,prior,9,6,10,30
1249121,824,prior,10,1,11,2
5010,824,prior,11,3,8,30
115543,824,prior,12,0,11,11
356264,824,prior,13,1,21,15
3108042,824,prior,14,2,20,15
2319543,824,prior,15,6,13,18
872261,824,prior,16,1,13,30
3324977,824,prior,17,6,20,19
3317341,824,prior,18,0,11,29
983930,824,prior,19,0,11,0
2353686,824,prior,20,4,10,18
1525788,824,prior,21,5,0,8
2331570,824,train,22,5,9,7
1530500,825,prior,1,1,15,
495622,825,prior,2,6,9,19
1871483,825,prior,3,2,14,30
2404932,825,prior,4,0,13,12
2421542,825,prior,5,0,22,30
156520,825,prior,6,0,22,30
2724496,825,prior,7,5,14,19
889004,825,prior,8,2,18,18
2015258,825,prior,9,1,16,20
1930805,825,test,10,0,19,13
3156715,826,prior,1,3,8,
2928616,826,prior,2,1,10,12
731142,826,prior,3,1,9,14
1502827,826,test,4,5,9,25
1341660,827,prior,1,2,12,
1248271,827,prior,2,3,12,30
2630526,827,prior,3,3,14,14
1601196,827,prior,4,4,14,30
219897,827,prior,5,6,13,16
3348689,827,prior,6,3,11,11
850942,827,prior,7,0,7,30
1054066,827,test,8,4,15,18
3233384,828,prior,1,3,10,
1911965,828,prior,2,4,9,22
3025513,828,prior,3,5,12,30
3275888,828,prior,4,2,9,30
656497,828,prior,5,2,9,28
2518889,828,prior,6,1,9,13
1753123,828,test,7,1,9,0
2089304,829,prior,1,0,12,
3098470,829,prior,2,1,15,15
3058005,829,prior,3,1,8,21
2943041,829,train,4,2,14,1
919232,830,prior,1,1,14,
392904,830,prior,2,0,15,27
1690580,830,prior,3,0,14,28
3333321,830,prior,4,0,16,21
1312568,830,prior,5,0,12,30
2976224,830,prior,6,1,12,29
109911,830,test,7,4,15,3
3032792,831,prior,1,5,15,
2896519,831,prior,2,5,17,7
3373341,831,prior,3,5,11,21
86852,831,prior,4,6,11,15
509839,831,prior,5,6,15,21
1226572,831,prior,6,3,13,25
3033863,831,prior,7,6,14,3
888091,831,prior,8,2,10,3
2105094,831,prior,9,2,14,14
2405811,831,prior,10,0,17,5
1529729,831,prior,11,0,16,14
2096063,831,prior,12,6,13,6
1429048,831,prior,13,1,17,9
3281647,831,prior,14,3,16,30
413914,831,prior,15,1,22,12
588077,831,prior,16,0,12,30
131143,831,prior,17,2,14,23
2252626,831,prior,18,5,13,17
3305379,831,prior,19,4,14,13
985778,831,train,20,5,13,30
2687670,832,prior,1,1,17,
2417733,832,prior,2,0,12,30
217852,832,prior,3,5,13,30
1471596,832,prior,4,2,10,25
2323155,832,prior,5,4,18,23
934581,832,test,6,1,19,30
2922833,833,prior,1,1,15,
2036482,833,prior,2,1,15,30
3261937,833,prior,3,6,16,30
2797937,833,prior,4,5,13,30
1002514,833,prior,5,5,9,14
374911,833,prior,6,4,21,30
1721861,833,prior,7,2,12,12
898269,833,prior,8,4,12,16
2262637,833,prior,9,3,15,13
247797,833,prior,10,2,16,6
1224630,833,prior,11,1,12,30
683623,833,train,12,2,11,22
2747069,834,prior,1,6,8,
3249130,834,prior,2,0,9,8
694408,834,prior,3,1,10,8
220281,834,prior,4,0,12,27
3300767,834,prior,5,5,12,5
1155550,834,prior,6,4,10,6
347894,834,prior,7,0,11,30
2391129,834,prior,8,1,17,8
2648035,834,prior,9,2,19,15
2719571,834,prior,10,1,14,6
235680,834,prior,11,1,15,0
435713,834,prior,12,0,11,6
115642,834,prior,13,2,12,9
2322602,834,prior,14,3,21,30
2098219,834,prior,15,4,7,1
1625803,834,prior,16,1,8,18
1849247,834,prior,17,4,15,17
2931705,834,prior,18,4,11,7
3351627,834,prior,19,6,6,9
2827334,834,prior,20,6,14,7
2773698,834,prior,21,2,8,3
311086,834,test,22,1,10,30
1830909,835,prior,1,0,11,
2935833,835,prior,2,0,16,7
416521,835,prior,3,1,9,30
2873528,835,prior,4,6,16,26
2934974,835,train,5,4,11,30
154912,836,prior,1,0,0,
62280,836,prior,2,0,18,14
961680,836,prior,3,6,19,27
666284,836,prior,4,0,18,30
1948179,836,prior,5,5,23,5
3148147,836,prior,6,5,22,14
286865,836,prior,7,0,12,23
1958444,836,prior,8,6,22,6
2516347,836,prior,9,6,12,7
3332440,836,prior,10,2,9,10
2905792,836,prior,11,4,20,9
977652,836,prior,12,5,20,22
1324092,836,prior,13,4,22,30
2054288,836,train,14,1,19,30
2882389,837,prior,1,0,14,
1319455,837,prior,2,0,14,7
874001,837,prior,3,0,12,7
136755,837,prior,4,6,14,6
2997340,837,test,5,0,18,8
3358327,838,prior,1,3,14,
3013942,838,prior,2,2,9,6
543062,838,prior,3,3,16,8
2028737,838,prior,4,3,16,7
1505881,838,prior,5,4,12,1
670623,838,prior,6,5,11,1
3293067,838,prior,7,5,10,7
264929,838,prior,8,1,16,3
800317,838,prior,9,4,14,30
2271033,838,prior,10,3,16,13
1642731,838,prior,11,4,17,8
1426911,838,prior,12,4,13,7
2878445,838,prior,13,5,15,29
1354752,838,prior,14,3,15,5
3412922,838,prior,15,1,13,5
155735,838,prior,16,3,9,2
1032723,838,prior,17,5,9,16
151463,838,prior,18,3,9,30
3158539,838,prior,19,1,14,12
2134190,838,prior,20,2,10,1
106712,838,prior,21,2,9,21
1938641,838,prior,22,4,10,30
1827662,838,prior,23,2,15,30
874570,838,train,24,2,15,7
844901,839,prior,1,2,14,
2770268,839,prior,2,0,13,5
2287021,839,prior,3,0,13,0
1571973,839,prior,4,4,14,4
2853669,839,prior,5,3,20,27
2478481,839,prior,6,2,13,20
2943857,839,prior,7,1,17,30
1951821,839,prior,8,2,16,15
234214,839,prior,9,1,18,6
1113595,839,prior,10,1,22,21
2507931,839,prior,11,1,14,7
605470,839,prior,12,1,9,7
1186046,839,prior,13,2,15,8
3169015,839,prior,14,1,12,13
798646,839,prior,15,3,12,2
950083,839,prior,16,3,13,7
1981087,839,prior,17,1,11,5
2001044,839,prior,18,4,12,10
2669129,839,prior,19,6,14,16
2713494,839,prior,20,2,16,3
2821073,839,prior,21,0,14,5
1877543,839,prior,22,5,12,5
822433,839,prior,23,4,14,6
34071,839,prior,24,3,14,13
1215207,839,prior,25,1,16,5
2710848,839,prior,26,1,16,21
1504504,839,train,27,1,13,30
1322700,840,prior,1,6,13,
1963178,840,prior,2,6,8,30
2722277,840,prior,3,4,8,30
269499,840,prior,4,0,13,24
613229,840,prior,5,5,15,30
587821,840,prior,6,3,21,5
2341399,840,prior,7,1,18,5
2718963,840,prior,8,1,19,21
2819987,840,prior,9,4,20,17
2391548,840,train,10,5,21,15
2172961,841,prior,1,4,19,
276682,841,prior,2,6,10,30
726696,841,prior,3,0,19,22
2365969,841,prior,4,0,17,14
2658967,841,prior,5,4,12,18
1069151,841,prior,6,1,12,30
1634325,841,prior,7,6,11,5
1141521,841,prior,8,0,5,22
1444152,841,prior,9,6,12,30
1995192,841,prior,10,0,11,30
1934607,841,prior,11,0,11,7
1819909,841,prior,12,1,10,29
343465,841,prior,13,5,16,11
822654,841,prior,14,6,10,15
702632,841,prior,15,0,9,8
2932543,841,train,16,0,11,14
3019176,842,prior,1,6,12,
2135282,842,prior,2,1,18,9
1237922,842,prior,3,6,16,12
2342000,842,prior,4,5,16,6
566242,842,prior,5,4,13,6
620553,842,prior,6,3,15,6
2797426,842,prior,7,1,7,5
3394752,842,prior,8,4,15,17
2318826,842,prior,9,2,7,5
2500149,842,prior,10,1,13,6
1054925,842,prior,11,4,6,17
1728249,842,prior,12,6,15,16
216270,842,test,13,1,14,30
2592541,843,prior,1,4,10,
1645121,843,prior,2,2,18,30
602304,843,prior,3,6,23,30
1826250,843,prior,4,3,16,30
889691,843,test,5,0,13,18
511492,844,prior,1,4,14,
379051,844,prior,2,1,15,11
2396531,844,prior,3,4,22,17
3377505,844,prior,4,5,10,8
465201,844,prior,5,4,9,6
2806225,844,prior,6,2,11,12
1781257,844,prior,7,1,9,20
1048599,844,prior,8,4,10,10
2777981,844,prior,9,4,9,14
1101184,844,prior,10,5,10,15
2782192,844,prior,11,1,9,10
3162657,844,prior,12,1,10,21
489733,844,prior,13,1,9,28
604147,844,prior,14,1,8,14
1066679,844,prior,15,1,9,7
2459237,844,prior,16,1,11,14
1185155,844,prior,17,0,8,20
2505724,844,prior,18,0,21,28
2802645,844,train,19,1,9,22
1273788,845,prior,1,6,8,
2280378,845,prior,2,0,8,15
963921,845,prior,3,3,0,17
1639199,845,prior,4,2,16,6
1196831,845,prior,5,0,9,5
3405539,845,prior,6,4,16,4
359479,845,prior,7,2,15,5
299118,845,prior,8,0,11,5
969556,845,prior,9,4,23,4
241035,845,prior,10,6,8,9
200124,845,prior,11,6,12,7
921129,845,prior,12,0,9,1
2011780,845,prior,13,5,23,5
2299743,845,prior,14,1,15,10
1695950,845,prior,15,5,14,4
2962131,845,prior,16,4,16,6
3186148,845,prior,17,6,15,16
1977463,845,prior,18,4,18,5
866481,845,prior,19,0,9,3
3300876,845,prior,20,4,16,4
879487,845,prior,21,1,21,4
3279205,845,prior,22,0,13,6
1537934,845,train,23,6,12,6
270943,846,prior,1,0,13,
260601,846,prior,2,3,11,3
112189,846,prior,3,5,17,9
1142381,846,prior,4,1,17,30
129013,846,train,5,4,9,17
1919285,847,prior,1,5,11,
1542295,847,prior,2,0,17,9
1228473,847,prior,3,1,9,8
2455598,847,prior,4,4,18,10
313650,847,prior,5,2,13,12
426882,847,prior,6,2,9,14
3007969,847,prior,7,0,15,5
1959638,847,prior,8,6,14,13
1908714,847,prior,9,6,21,7
2259507,847,prior,10,6,23,7
2572806,847,prior,11,4,20,5
2464189,847,prior,12,5,19,8
2383150,847,prior,13,0,7,16
1045466,847,prior,14,4,15,4
2840107,847,prior,15,6,21,16
2470259,847,prior,16,3,18,11
946046,847,prior,17,2,11,6
2346428,847,prior,18,4,22,16
850107,847,prior,19,2,6,5
2513764,847,prior,20,6,21,4
980639,847,prior,21,1,9,9
1329403,847,prior,22,1,16,7
2532694,847,prior,23,0,13,6
3255279,847,prior,24,4,20,4
2945898,847,prior,25,5,19,15
3204626,847,prior,26,4,19,6
1032784,847,prior,27,2,13,19
1786082,847,prior,28,1,13,6
3099975,847,prior,29,0,11,20
358326,847,prior,30,6,12,6
2540248,847,prior,31,0,14,15
1664940,847,prior,32,2,16,9
3385335,847,prior,33,4,7,9
567883,847,prior,34,0,8,17
3046446,847,prior,35,4,11,4
960713,847,prior,36,6,20,16
1080676,847,prior,37,0,22,8
2436377,847,train,38,1,17,8
1548755,848,prior,1,2,17,
2536926,848,prior,2,1,13,6
741605,848,prior,3,2,13,8
2379440,848,prior,4,1,16,6
396081,848,prior,5,0,16,6
2997670,848,prior,6,0,18,7
1334594,848,prior,7,0,15,7
678051,848,prior,8,4,10,11
3158752,848,prior,9,5,0,8
688546,848,prior,10,2,13,4
2241198,848,prior,11,5,21,3
294267,848,prior,12,2,8,4
1458893,848,prior,13,0,14,5
2525588,848,prior,14,0,14,7
300231,848,prior,15,2,17,9
1649595,848,prior,16,0,16,5
1564381,848,prior,17,0,14,7
1791422,848,prior,18,0,15,7
638565,848,prior,19,0,17,7
1333730,848,prior,20,1,15,8
2094517,848,prior,21,4,19,10
123578,848,prior,22,2,21,12
1362655,848,prior,23,5,13,3
2305653,848,prior,24,1,10,10
1165590,848,prior,25,4,15,3
2759243,848,prior,26,4,16,7
2604815,848,prior,27,1,16,4
3049392,848,prior,28,0,17,6
2239849,848,prior,29,4,15,4
1402920,848,prior,30,2,14,5
2198195,848,prior,31,6,15,4
2499812,848,prior,32,1,9,9
1902097,848,prior,33,0,15,6
189155,848,prior,34,4,10,4
2134698,848,prior,35,0,9,3
3181872,848,prior,36,4,11,4
1742114,848,prior,37,0,16,3
2327238,848,prior,38,5,11,5
1406042,848,prior,39,0,14,2
2117331,848,prior,40,3,16,3
1852950,848,prior,41,6,13,3
1804745,848,prior,42,0,7,1
2659836,848,prior,43,6,23,6
1241668,848,train,44,0,17,8
553624,849,prior,1,4,17,
31495,849,prior,2,3,21,13
2343531,849,prior,3,4,21,8
1016510,849,prior,4,1,22,18
1194837,849,prior,5,0,12,6
461834,849,prior,6,2,22,16
79154,849,prior,7,5,9,10
2392866,849,prior,8,2,17,11
2204764,849,prior,9,0,11,5
1690695,849,prior,10,3,16,3
2621057,849,prior,11,0,17,4
583267,849,prior,12,3,19,10
2666968,849,prior,13,5,14,2
922604,849,prior,14,1,17,3
2235871,849,prior,15,5,8,4
2522513,849,prior,16,1,19,10
3241697,849,prior,17,6,14,5
1490593,849,prior,18,5,7,6
538354,849,prior,19,0,10,2
2565634,849,prior,20,5,19,5
2432370,849,prior,21,6,17,1
2021550,849,prior,22,4,19,5
3197662,849,prior,23,5,21,8
1404142,849,prior,24,0,15,2
760078,849,prior,25,5,17,5
2849544,849,prior,26,5,8,7
2234817,849,prior,27,6,20,1
837606,849,prior,28,5,13,6
2243248,849,prior,29,6,16,8
1114234,849,train,30,0,13,1
1705754,850,prior,1,1,16,
1273484,850,prior,2,5,9,18
177867,850,prior,3,2,10,4
2006815,850,prior,4,1,20,6
1205709,850,prior,5,5,18,4
179017,850,prior,6,5,10,7
1820581,850,prior,7,3,19,19
2676926,850,test,8,0,15,11
713959,851,prior,1,6,15,
2796509,851,prior,2,0,8,15
2463414,851,prior,3,6,9,6
1822547,851,prior,4,2,16,17
1429762,851,prior,5,6,16,4
1184258,851,prior,6,0,8,8
1146075,851,test,7,5,19,5
1777082,852,prior,1,0,16,
868933,852,prior,2,1,14,8
1775162,852,prior,3,0,12,6
1636047,852,prior,4,0,13,7
70579,852,prior,5,2,17,16
1159751,852,prior,6,4,12,9
2846761,852,prior,7,4,20,7
2003459,852,prior,8,0,10,10
3327249,852,prior,9,1,17,15
2891678,852,prior,10,0,14,6
131827,852,prior,11,0,10,7
1181744,852,prior,12,0,10,14
2773618,852,prior,13,2,18,9
1904728,852,prior,14,1,21,6
1157534,852,prior,15,0,14,6
2777938,852,prior,16,2,8,16
2195201,852,prior,17,1,18,6
3067767,852,prior,18,1,19,7
2318718,852,prior,19,1,19,7
2495090,852,prior,20,1,17,7
2925533,852,prior,21,1,1,7
3203105,852,prior,22,0,12,6
581567,852,prior,23,6,12,13
3307690,852,prior,24,6,10,7
2300035,852,prior,25,2,18,17
2869677,852,prior,26,0,11,12
620672,852,prior,27,1,18,8
2731577,852,prior,28,6,16,12
2413739,852,prior,29,4,8,12
164905,852,prior,30,2,14,26
1712546,852,prior,31,2,18,7
2528310,852,prior,32,2,17,7
1254631,852,prior,33,3,17,8
2543583,852,prior,34,1,17,5
1893603,852,prior,35,1,18,7
3145099,852,prior,36,2,19,22
430411,852,prior,37,1,18,6
92317,852,train,38,0,19,13
2844181,853,prior,1,5,16,
721285,853,prior,2,2,3,4
2911519,853,prior,3,0,16,5
2758148,853,prior,4,6,21,30
3229367,853,prior,5,3,16,11
2746145,853,prior,6,1,13,5
2786097,853,prior,7,6,20,5
521362,853,prior,8,1,16,2
1924788,853,prior,9,1,15,7
3183247,853,prior,10,1,13,7
1546251,853,prior,11,3,17,2
3102937,853,prior,12,4,20,1
1175376,853,prior,13,0,18,3
2842863,853,prior,14,5,4,26
2667439,853,prior,15,2,2,4
1117962,853,prior,16,3,15,8
1063205,853,prior,17,0,14,4
940061,853,prior,18,0,1,7
3168076,853,test,19,4,17,30
2949555,854,prior,1,0,9,
68711,854,prior,2,3,8,3
154778,854,prior,3,5,17,2
7504,854,prior,4,2,15,4
2738883,854,prior,5,6,15,4
2261267,854,prior,6,1,11,2
1750812,854,prior,7,4,14,3
719130,854,prior,8,6,14,2
1598833,854,prior,9,0,13,1
28322,854,prior,10,3,14,3
1217741,854,prior,11,0,15,4
2334020,854,prior,12,3,15,3
2782414,854,prior,13,3,16,7
2914174,854,prior,14,1,9,5
528126,854,prior,15,1,14,0
2720158,854,prior,16,3,10,2
2209528,854,prior,17,1,10,5
2608065,854,prior,18,4,13,3
3107957,854,prior,19,2,11,5
2007156,854,prior,20,4,10,2
321986,854,prior,21,3,11,6
828357,854,prior,22,5,10,2
3216166,854,prior,23,1,19,3
1444474,854,prior,24,4,14,3
1014779,854,prior,25,2,18,5
1288837,854,prior,26,5,14,3
2541259,854,prior,27,2,9,4
2941026,854,prior,28,2,16,7
1821682,854,prior,29,1,12,6
2674011,854,prior,30,3,12,2
2739108,854,prior,31,4,10,1
2430385,854,prior,32,4,6,14
836980,854,prior,33,1,14,4
1473452,854,prior,34,0,12,6
2470143,854,prior,35,2,13,2
1447593,854,prior,36,4,11,2
365573,854,prior,37,6,14,2
1250465,854,prior,38,3,11,4
917086,854,prior,39,4,13,1
2668455,854,prior,40,0,14,3
1125718,854,prior,41,2,16,9
2500687,854,prior,42,5,9,3
2175890,854,prior,43,3,12,5
1978497,854,prior,44,3,14,0
1137236,854,prior,45,0,16,4
2348356,854,prior,46,2,17,2
1428542,854,prior,47,5,12,3
2445968,854,prior,48,5,16,21
463622,854,prior,49,2,10,4
1494210,854,prior,50,5,13,3
269091,854,prior,51,3,13,5
3104226,854,prior,52,6,13,3
3015156,854,prior,53,2,14,3
196202,854,prior,54,5,14,3
3201981,854,prior,55,0,14,2
1077264,854,prior,56,3,14,3
1365882,854,prior,57,5,16,9
1896902,854,prior,58,0,12,2
2578047,854,prior,59,2,12,2
2508605,854,prior,60,4,14,2
3013197,854,prior,61,0,15,3
2835304,854,prior,62,2,15,2
382202,854,prior,63,4,14,2
670770,854,prior,64,3,12,6
109836,854,prior,65,0,14,4
1458747,854,prior,66,3,15,3
2427477,854,prior,67,4,15,1
2076001,854,prior,68,1,14,4
1699398,854,prior,69,4,13,3
2768233,854,prior,70,0,11,3
504930,854,prior,71,2,12,2
2767314,854,prior,72,5,14,3
2896513,854,prior,73,6,11,8
2424368,854,prior,74,2,13,3
1458721,854,prior,75,4,13,2
1343291,854,prior,76,0,14,3
2165124,854,prior,77,1,13,1
1662775,854,prior,78,4,12,3
1418036,854,prior,79,1,16,4
1474055,854,prior,80,4,9,3
1123101,854,prior,81,0,14,3
2629845,854,prior,82,2,13,2
1324565,854,prior,83,4,13,2
3415312,854,train,84,0,14,3
372231,855,prior,1,2,16,
2766242,855,prior,2,4,10,16
99962,855,prior,3,1,15,25
1111184,855,prior,4,5,9,11
2941307,855,prior,5,3,14,5
248081,855,prior,6,6,17,30
81041,855,prior,7,0,10,22
2167228,855,prior,8,6,15,6
1226343,855,prior,9,1,15,9
1084398,855,prior,10,6,21,30
3189964,855,prior,11,0,16,30
3004984,855,prior,12,0,13,30
663354,855,prior,13,6,14,20
2547939,855,prior,14,2,10,17
2479148,855,prior,15,5,19,10
265281,855,train,16,2,12,11
763947,856,prior,1,6,15,
39741,856,prior,2,3,13,4
1374695,856,prior,3,5,16,2
1193716,856,prior,4,2,11,30
2322058,856,train,5,5,10,30
2496512,857,prior,1,1,8,
334941,857,prior,2,5,8,11
3135718,857,prior,3,1,16,3
1976581,857,prior,4,1,13,21
2490816,857,prior,5,3,15,30
1535545,857,prior,6,4,7,15
1248441,857,prior,7,0,14,10
51620,857,prior,8,3,20,10
2746029,857,prior,9,6,12,17
252213,857,prior,10,3,16,4
2908340,857,prior,11,1,16,12
2811376,857,prior,12,6,12,12
56330,857,prior,13,0,10,8
2831265,857,prior,14,0,6,7
2708267,857,prior,15,6,14,6
1894509,857,prior,16,6,10,7
513259,857,prior,17,4,8,5
1312665,857,prior,18,1,16,4
3070435,857,prior,19,5,15,4
3025097,857,prior,20,5,14,7
2969900,857,prior,21,3,18,5
1172182,857,prior,22,1,18,5
1857991,857,prior,23,0,12,6
1016568,857,prior,24,5,8,5
1793331,857,prior,25,4,8,6
2933687,857,prior,26,4,15,7
3085326,857,prior,27,5,11,8
370543,857,prior,28,1,14,3
155088,857,prior,29,5,12,4
655649,857,prior,30,5,14,7
2509525,857,prior,31,1,8,3
1339054,857,prior,32,5,9,4
2521112,857,prior,33,2,15,4
11100,857,prior,34,5,14,3
1070032,857,prior,35,4,16,6
251926,857,prior,36,3,18,6
339111,857,prior,37,5,16,9
2759622,857,prior,38,6,7,8
3323451,857,prior,39,0,17,8
1713380,857,prior,40,1,19,1
2979764,857,prior,41,2,17,8
2400489,857,prior,42,0,10,12
1027320,857,prior,43,5,7,5
2056487,857,prior,44,1,16,3
525283,857,prior,45,0,10,6
441762,857,prior,46,0,19,7
83856,857,train,47,0,6,7
3288283,858,prior,1,4,10,
3343244,858,prior,2,2,13,19
103933,858,prior,3,4,12,9
813143,858,prior,4,2,14,12
918523,858,prior,5,2,9,7
73721,858,prior,6,2,12,7
1526012,858,prior,7,3,10,8
2701461,858,prior,8,3,11,7
3055735,858,prior,9,3,12,7
210497,858,prior,10,2,12,6
3419604,858,prior,11,5,10,3
966692,858,prior,12,2,12,4
2878715,858,prior,13,1,12,20
1742804,858,prior,14,2,12,8
580315,858,prior,15,4,13,9
890127,858,prior,16,2,13,26
2724933,858,prior,17,2,13,0
3275469,858,prior,18,5,16,17
2127667,858,prior,19,3,17,12
3254916,858,prior,20,3,16,7
44224,858,prior,21,4,10,1
2311892,858,prior,22,3,13,6
402867,858,prior,23,3,18,7
1390892,858,prior,24,3,11,7
361468,858,prior,25,3,17,7
946571,858,prior,26,3,12,7
1764906,858,prior,27,4,12,15
1100642,858,prior,28,5,15,29
822215,858,prior,29,2,18,18
344363,858,prior,30,5,15,10
2316252,858,test,31,1,18,3
1894576,859,prior,1,0,12,
3260980,859,prior,2,6,11,6
2827236,859,prior,3,5,20,6
65017,859,prior,4,5,18,7
2537303,859,prior,5,5,18,7
870035,859,prior,6,5,18,14
1016163,859,prior,7,0,1,9
1652829,859,train,8,5,11,5
2672894,860,prior,1,0,15,
2155108,860,prior,2,0,12,14
1219617,860,prior,3,2,10,9
2336911,860,prior,4,0,15,26
835022,860,prior,5,1,8,15
784530,860,prior,6,6,17,12
1784144,860,prior,7,1,13,16
347403,860,prior,8,5,12,30
294872,860,prior,9,2,18,11
3315716,860,prior,10,5,12,10
2394773,860,prior,11,6,17,8
1291279,860,prior,12,6,22,14
1379361,860,prior,13,2,13,17
2711483,860,prior,14,1,10,20
2126222,860,prior,15,1,10,7
1929661,860,prior,16,1,10,7
1567454,860,prior,17,0,19,20
446493,860,prior,18,5,14,5
2741375,860,prior,19,1,9,3
1199748,860,test,20,1,19,21
3374905,861,prior,1,2,11,
3411385,861,prior,2,0,21,12
2143352,861,prior,3,4,21,30
2572651,861,test,4,1,13,30
902589,862,prior,1,0,11,
201628,862,prior,2,1,15,15
1426942,862,prior,3,5,14,4
2015463,862,prior,4,0,13,2
1422402,862,prior,5,4,13,4
1711023,862,prior,6,0,13,30
240563,862,prior,7,0,15,14
1196886,862,test,8,6,15,13
793987,863,prior,1,0,13,
3336094,863,prior,2,4,15,30
672984,863,prior,3,4,8,14
2396110,863,prior,4,1,20,25
3170028,863,prior,5,5,15,18
2910912,863,prior,6,1,22,3
1977806,863,prior,7,4,20,24
1813872,863,prior,8,2,18,12
1394345,863,prior,9,2,2,21
3132753,863,prior,10,5,15,30
2232869,863,train,11,1,15,30
2846765,864,prior,1,0,8,
1653917,864,prior,2,5,12,12
2819778,864,prior,3,0,15,16
1653587,864,prior,4,1,18,8
2235427,864,prior,5,1,16,7
3306778,864,prior,6,6,17,5
1913754,864,prior,7,0,5,8
1057600,864,prior,8,1,17,8
2864048,864,prior,9,1,15,7
2318982,864,prior,10,5,17,4
2257522,864,prior,11,1,15,10
3029113,864,prior,12,1,18,7
2264717,864,prior,13,0,16,6
1121048,864,prior,14,4,17,4
744283,864,prior,15,2,16,5
177960,864,prior,16,1,9,6
1481372,864,prior,17,1,15,7
1456992,864,prior,18,3,12,9
1514106,864,prior,19,4,11,8
1074191,864,prior,20,0,14,10
2121826,864,prior,21,2,15,9
2650136,864,prior,22,3,12,30
643977,864,prior,23,2,11,27
2799174,864,prior,24,2,17,7
408998,864,prior,25,1,16,27
2902364,864,prior,26,1,16,7
3334778,864,prior,27,5,17,11
2994272,864,prior,28,6,18,8
1805973,864,prior,29,2,15,10
20460,864,train,30,4,12,9
1042753,865,prior,1,4,13,
547454,865,prior,2,3,12,30
1206535,865,prior,3,4,10,1
692135,865,train,4,5,11,30
3342814,866,prior,1,2,18,
3201150,866,prior,2,6,14,30
2509771,866,prior,3,1,15,16
573149,866,prior,4,3,14,23
2589688,866,prior,5,3,12,21
525880,866,prior,6,1,11,12
265986,866,prior,7,1,9,7
2920240,866,prior,8,2,10,15
500920,866,prior,9,0,12,19
1457337,866,prior,10,5,14,12
1916506,866,prior,11,1,15,17
1258862,866,prior,12,0,11,20
2881244,866,prior,13,6,15,13
379654,866,prior,14,0,11,15
1682880,866,prior,15,0,18,14
2570376,866,prior,16,6,16,27
2331262,866,prior,17,1,10,16
1117637,866,prior,18,4,14,10
1464536,866,prior,19,2,18,12
249739,866,prior,20,1,18,13
2663983,866,prior,21,6,11,12
1946050,866,prior,22,6,18,14
592557,866,train,23,0,16,15
125033,867,prior,1,5,2,
2126419,867,prior,2,4,14,30
1316841,867,prior,3,2,23,30
1926942,867,prior,4,0,20,30
2523270,867,prior,5,0,15,14
2648197,867,train,6,4,19,30
2942513,868,prior,1,4,9,
3116081,868,prior,2,3,9,6
213706,868,prior,3,5,14,2
3139689,868,prior,4,6,15,1
327121,868,prior,5,4,10,5
2587512,868,prior,6,1,13,4
1283562,868,prior,7,1,13,7
1882441,868,prior,8,1,17,0
621352,868,prior,9,2,11,1
3038162,868,prior,10,5,14,3
1056898,868,prior,11,0,9,2
1031772,868,prior,12,1,12,1
933249,868,prior,13,4,15,3
2746847,868,prior,14,5,14,1
1561978,868,prior,15,1,16,3
1019606,868,prior,16,4,13,3
2841857,868,prior,17,6,15,2
2981037,868,prior,18,2,14,3
18268,868,prior,19,3,15,8
2171223,868,prior,20,1,13,5
2088638,868,prior,21,5,12,4
1601132,868,prior,22,6,13,8
379286,868,prior,23,3,8,4
2358295,868,prior,24,6,14,24
1130572,868,prior,25,0,15,1
1064087,868,prior,26,4,9,4
2417617,868,prior,27,4,9,7
2470721,868,prior,28,3,14,6
2483720,868,prior,29,5,11,2
2609383,868,prior,30,1,10,3
1531562,868,prior,31,3,11,2
1324587,868,prior,32,3,16,7
2979600,868,prior,33,1,12,5
91212,868,prior,34,6,15,5
3316843,868,prior,35,0,12,1
505386,868,prior,36,4,18,4
3281782,868,prior,37,2,15,5
2660243,868,prior,38,2,11,7
756308,868,prior,39,1,9,6
2118307,868,prior,40,6,15,5
2090902,868,prior,41,4,9,5
1685225,868,prior,42,6,12,2
3084100,868,prior,43,2,14,3
27907,868,prior,44,5,7,3
535062,868,prior,45,3,12,5
1306959,868,prior,46,6,15,3
718751,868,prior,47,3,12,4
1586934,868,prior,48,1,15,5
243924,868,prior,49,5,14,4
2833694,868,prior,50,6,19,8
1125204,868,prior,51,2,12,3
2345956,868,prior,52,4,16,2
1998414,868,prior,53,6,14,2
2134999,868,prior,54,0,7,8
2233683,868,prior,55,0,14,7
1387764,868,prior,56,5,8,5
2017696,868,prior,57,5,16,0
662981,868,prior,58,2,16,4
1618134,868,prior,59,5,14,3
2628725,868,prior,60,6,11,1
166074,868,prior,61,2,10,3
2371997,868,prior,62,6,9,4
